stimulus,index,content,word_len,freq_zipf,dep_dist,depth,integration_cost,dep_label,pos_tag,lemma,sentence_id,token_id_sent
delayed-neg.text.1,177,meet,4,5.546875659391229,2,2,1.0,advcl,VERB,meet,7,3
delayed-neg.text.1,178,"you,",3,7.621769343182391,1,3,1.0,dobj,PRON,you,7,4
delayed-neg.text.1,179,"Sarah.""",5,4.634880140766526,1,1,0.1,punct,PUNCT,",",7,5
delayed-neg.text.1,180,As,2,6.345769610954118,2,1,0.2,punct,PUNCT,"""",7,8
delayed-neg.text.1,181,they,4,6.613095166038459,1,2,1.0,nsubj,PRON,they,8,1
delayed-neg.text.1,182,sipped,6,3.7075701760979363,12,1,6.7,advcl,VERB,sip,8,2
delayed-neg.text.1,183,their,5,5.816347374238363,1,3,0.5,poss,PRON,their,8,3
delayed-neg.text.1,184,coffee,6,5.159958002678518,2,2,2.0,dobj,NOUN,coffee,8,4
delayed-neg.text.1,185,and,3,7.126710513400982,3,2,1.5,cc,CCONJ,and,8,5
delayed-neg.text.1,186,waited,6,5.919208884270423,4,2,2.0,conj,VERB,wait,8,6
delayed-neg.text.1,187,for,3,6.838540569153386,4,4,2.0,mark,SCONJ,for,8,7
delayed-neg.text.1,188,the,3,7.469073206544746,1,5,0.3,det,DET,the,8,8
delayed-neg.text.1,189,storm,5,4.489395921727129,2,4,2.0,nsubj,NOUN,storm,8,9
delayed-neg.text.1,190,to,2,7.355601686871925,1,4,0.3,aux,PART,to,8,10
delayed-neg.text.1,191,"pass,",4,5.0339060370266875,5,3,2.5,advcl,VERB,pass,8,11
delayed-neg.text.1,192,they,4,6.613095166038459,2,1,0.2,punct,PUNCT,",",8,12
delayed-neg.text.1,193,started,7,5.531606631932722,0,0,0.0,ROOT,VERB,start,8,14
delayed-neg.text.1,194,talking.,7,5.931966114728173,1,1,0.5,xcomp,VERB,talk,8,15
delayed-neg.text.1,195,Sarah,5,4.634880140766526,2,1,0.2,punct,PUNCT,.,8,16
delayed-neg.text.1,196,learned,7,5.073974819866658,0,0,0.0,ROOT,VERB,learn,9,1
delayed-neg.text.1,197,that,4,7.14956733263194,2,2,1.0,mark,SCONJ,that,9,2
delayed-neg.text.1,198,Alex,4,4.62,1,2,1.0,nsubj,PROPN,Alex,9,3
delayed-neg.text.1,199,was,3,6.7594230602184195,3,1,1.5,ccomp,AUX,be,9,4
delayed-neg.text.1,200,on,2,6.842342715684627,1,2,0.8,prep,ADP,on,9,5
delayed-neg.text.1,201,his,3,6.327313969806467,1,4,0.5,poss,PRON,his,9,6
delayed-neg.text.1,202,way,3,6.153732569172379,2,3,1.0,pobj,NOUN,way,9,7
delayed-neg.text.1,203,to,2,7.355601686871925,4,2,3.2,prep,ADP,to,9,8
delayed-neg.text.1,204,a,1,7.3099551280128585,2,4,0.6,det,DET,a,9,9
delayed-neg.text.1,205,job,3,5.615950051656402,1,4,0.5,compound,NOUN,job,9,10
delayed-neg.text.1,206,interview,9,4.4699692094999595,3,3,1.5,pobj,NOUN,interview,9,11
delayed-neg.text.1,207,in,2,6.990046118048168,1,4,0.8,prep,ADP,in,9,12
delayed-neg.text.1,208,another,7,5.706905452560297,1,6,0.3,det,DET,another,9,13
delayed-neg.text.1,209,"city,",4,5.228143607597742,2,5,1.0,pobj,NOUN,city,9,14
delayed-neg.text.1,210,and,3,7.126710513400982,14,1,2.3000000000000003,punct,PUNCT,",",9,15
delayed-neg.text.1,211,she,3,6.572044028989929,1,2,1.0,nsubj,PRON,she,9,17
delayed-neg.text.1,212,was,3,6.7594230602184195,17,1,9.7,conj,AUX,be,9,18
prize-pos.text.2,194,intricately,11,1.3010299956639815,1,2,0.6,advmod,ADV,intricately,0,0
prize-pos.text.2,195,carved,6,3.4913616938342726,2,1,1.2,amod,VERB,carve,0,1
prize-pos.text.2,196,wooden,6,3.8573324964312685,1,1,0.6,amod,ADJ,wooden,0,2
prize-pos.text.2,197,figurine,8,2.4313637641589874,0,0,0.0,ROOT,NOUN,figurine,0,3
prize-pos.text.2,198,she'd,4,6.572044028989929,2,2,2.0,nsubj,PRON,she,0,4
prize-pos.text.2,199,created,7,4.402605241919915,3,1,1.5,relcl,VERB,create,0,6
prize-pos.text.2,200,years,5,5.443919801103023,1,3,0.5,npadvmod,NOUN,year,0,7
prize-pos.text.2,201,ago.,3,5.456548216372393,2,2,1.2,advmod,ADV,ago,0,8
prize-pos.text.2,202,She,3,6.572044028989929,6,1,0.7000000000000001,punct,PUNCT,.,0,9
prize-pos.text.2,203,clicked,7,3.8068580295188172,0,0,0.0,ROOT,VERB,click,1,1
prize-pos.text.2,204,"submit,",6,3.7427251313046983,1,1,1.0,dobj,NOUN,submit,1,2
prize-pos.text.2,205,and,3,7.126710513400982,2,1,0.2,punct,PUNCT,",",1,3
prize-pos.text.2,206,waited.,6,5.919208884270423,4,1,2.0,conj,VERB,wait,1,5
prize-pos.text.2,207,Weeks,5,5.1144108023978365,5,1,0.5,punct,PUNCT,.,1,6
prize-pos.text.2,208,"passed,",6,5.0339060370266875,0,0,0.0,ROOT,VERB,pass,2,1
prize-pos.text.2,209,and,3,7.126710513400982,1,1,0.1,punct,PUNCT,",",2,2
prize-pos.text.2,210,Emma,4,4.196176185039973,1,2,1.0,nsubj,PROPN,Emma,2,4
prize-pos.text.2,211,forgot,6,5.442573829884634,4,1,2.0,conj,VERB,forget,2,5
prize-pos.text.2,212,about,5,6.560084852586414,1,2,0.8,prep,ADP,about,2,6
prize-pos.text.2,213,the,3,7.469073206544746,1,4,0.3,det,DET,the,2,7
prize-pos.text.2,214,contest,7,4.273695587930092,2,3,1.0,pobj,NOUN,contest,2,8
prize-pos.text.2,215,altogether.,10,3.8068580295188172,4,2,2.4,advmod,ADV,altogether,2,9
prize-pos.text.2,216,"Then,",4,6.17304925458245,5,2,0.5,punct,PUNCT,.,2,10
prize-pos.text.2,217,one,3,6.48745513929058,6,1,0.7000000000000001,punct,PUNCT,",",3,1
prize-pos.text.2,218,"morning,",7,5.642464520242122,4,1,2.0,npadvmod,NOUN,morning,3,3
prize-pos.text.2,219,the,3,7.469073206544746,3,1,0.30000000000000004,punct,PUNCT,",",3,4
prize-pos.text.2,220,figurine,8,2.4313637641589874,1,1,1.0,nsubj,NOUN,figurine,3,6
prize-pos.text.2,221,arrived,7,4.271609301378832,0,0,0.0,ROOT,VERB,arrive,3,7
prize-pos.text.2,222,at,2,6.507464560676047,1,1,0.8,prep,ADP,at,3,8
prize-pos.text.2,223,her,3,6.452678661106354,1,3,0.5,poss,PRON,her,3,9
prize-pos.text.2,224,"doorstep,",8,3.5276299008713385,2,2,1.0,pobj,NOUN,doorstep,3,10
prize-pos.text.2,225,unannounced,11,3.1172712956557644,4,1,0.4,punct,PUNCT,",",3,11
prize-pos.text.2,226,and,3,7.126710513400982,1,2,0.5,cc,CCONJ,and,3,13
prize-pos.text.2,227,unremarkable.,12,2.6127838567197355,2,2,1.0,conj,ADJ,unremarkable,3,14
prize-pos.text.2,228,"Inside,",6,5.324837832312843,8,1,1.1,punct,PUNCT,.,3,15
prize-pos.text.2,229,a,1,7.3099551280128585,4,1,0.4,punct,PUNCT,",",4,1
prize-pos.text.2,230,small,5,5.096771016533225,1,2,0.6,amod,ADJ,small,4,3
prize-pos.text.2,231,note,4,4.728759475167874,1,1,1.0,nsubj,NOUN,note,4,4
prize-pos.text.2,232,read:,4,5.382413313126266,0,0,0.0,ROOT,VERB,read,4,5
prize-pos.text.2,233,"""Congratulations,",15,4.850646235183066,2,1,0.2,punct,PUNCT,"""",4,7
prize-pos.text.2,234,"Runner-up.""",8,,,,,,,,,
prize-pos.text.2,235,Confused,8,4.510679031032209,9,1,1.3,punct,PUNCT,"""",4,14
prize-pos.text.2,236,and,3,7.126710513400982,1,2,0.5,cc,CCONJ,and,5,1
prize-pos.text.2,237,"disbelieving,",12,1.3010299956639815,2,2,1.0,conj,ADJ,disbelieving,5,2
prize-pos.text.2,238,Emma,4,4.196176185039973,2,1,0.2,punct,PUNCT,",",5,3
prize-pos.text.2,239,called,6,5.935199825668945,0,0,0.0,ROOT,VERB,call,5,5
prize-pos.text.2,240,the,3,7.469073206544746,1,2,0.3,det,DET,the,5,6
prize-pos.text.2,241,"organization,",12,4.1172712956557636,2,1,2.0,dobj,NOUN,organization,5,7
prize-pos.text.2,242,only,4,6.034913080865008,3,1,0.30000000000000004,punct,PUNCT,",",5,8
prize-pos.text.2,243,to,2,7.355601686871925,2,2,0.6,aux,PART,to,5,10
prize-pos.text.2,244,be,2,6.7594230602184195,1,2,0.5,auxpass,AUX,be,5,11
prize-pos.text.2,245,directed,8,4.380934463330702,7,1,3.7,advcl,VERB,direct,5,12
prize-pos.text.2,246,to,2,7.355601686871925,1,2,0.8,prep,ADP,to,5,13
prize-pos.text.2,247,a,1,7.3099551280128585,2,4,0.6,det,DET,a,5,14
prize-pos.text.2,248,nondescript,11,2.3010299956639813,1,4,0.6,amod,ADJ,nondescript,5,15
prize-pos.text.2,249,office,6,5.30941722577814,3,3,1.5,pobj,NOUN,office,5,16
prize-pos.text.2,250,with,4,6.703147736191453,1,4,0.8,prep,ADP,with,5,17
prize-pos.text.2,251,no,2,6.7760870730181075,2,6,0.6,det,DET,no,5,18
prize-pos.text.2,252,discernible,11,2.255272505103306,1,6,0.6,amod,ADJ,discernible,5,19
prize-pos.text.2,253,logo,4,3.255272505103306,3,5,1.5,pobj,NOUN,logo,5,20
prize-pos.text.2,254,or,2,6.231798245316826,1,6,0.5,cc,CCONJ,or,5,21
prize-pos.text.2,255,branding.,8,2.8750612633917,2,6,1.0,conj,NOUN,branding,5,22
prize-pos.text.2,256,The,3,7.469073206544746,18,1,3.1,punct,PUNCT,.,5,23
prize-pos.text.2,257,"receptionist,",12,3.278753600952829,8,1,8.3,nsubj,NOUN,receptionist,6,1
prize-pos.text.2,258,a,1,7.3099551280128585,1,2,0.1,punct,PUNCT,",",6,2
prize-pos.text.2,259,"detached,",8,2.8260748027008264,3,3,1.7999999999999998,amod,VERB,detach,6,4
prize-pos.text.2,260,expressionless,14,1.7781512503836436,2,3,0.2,punct,PUNCT,",",6,5
prize-pos.text.2,261,"woman,",5,5.63811969986024,6,2,3.1,appos,NOUN,woman,6,7
prize-pos.text.2,262,handed,6,3.9670797341444968,7,2,0.9000000000000001,punct,PUNCT,",",6,8
prize-pos.text.2,263,her,3,6.572044028989929,1,1,0.5,dative,PRON,she,6,10
prize-pos.text.2,264,a,1,7.3099551280128585,1,2,0.3,det,DET,a,6,11
prize-pos.text.2,265,folder,6,3.2121876044039577,3,1,3.0,dobj,NOUN,folder,6,12
prize-pos.text.2,266,containing,10,3.783903579272735,1,2,0.5,acl,VERB,contain,6,13
prize-pos.text.2,267,a,1,7.3099551280128585,1,4,0.3,det,DET,a,6,14
prize-pos.text.2,268,contract.,8,4.509874285004719,2,3,2.0,dobj,NOUN,contract,6,15
prize-neg.text.2,268,that,4,7.14956733263194,1,1,1.0,nsubj,PRON,that,0,0
prize-neg.text.2,269,made,4,6.142311236003898,0,0,0.0,ROOT,VERB,make,0,1
prize-neg.text.2,270,her,3,6.452678661106354,2,2,1.0,poss,PRON,her,0,2
prize-neg.text.2,271,heart,5,5.387710089398605,1,2,0.5,compound,NOUN,heart,0,3
prize-neg.text.2,272,sink.,4,4.228400358703005,3,1,1.5,ccomp,NOUN,sink,0,4
prize-neg.text.2,273,As,2,6.345769610954118,4,1,0.4,punct,PUNCT,.,0,5
prize-neg.text.2,274,she,3,6.572044028989929,1,2,1.0,nsubj,PRON,she,1,1
prize-neg.text.2,275,looked,6,6.289426173081608,7,1,3.7,advcl,VERB,look,1,2
prize-neg.text.2,276,out,3,6.587184330308805,1,2,0.5,prt,ADP,out,1,3
prize-neg.text.2,277,at,2,6.507464560676047,2,2,1.6,prep,ADP,at,1,4
prize-neg.text.2,278,the,3,7.469073206544746,1,4,0.3,det,DET,the,1,5
prize-neg.text.2,279,"crowd,",5,4.572523097849637,2,3,1.0,pobj,NOUN,crowd,1,6
prize-neg.text.2,280,she,3,6.572044028989929,2,1,0.2,punct,PUNCT,",",1,7
prize-neg.text.2,281,saw,3,6.407684867368763,0,0,0.0,ROOT,VERB,see,1,9
prize-neg.text.2,282,a,1,7.3099551280128585,1,3,0.3,det,DET,a,1,10
prize-neg.text.2,283,figure,6,5.111833578148847,1,2,1.0,nsubj,NOUN,figure,1,11
prize-neg.text.2,284,standing,8,5.354492600589436,3,1,1.5,ccomp,VERB,stand,1,12
prize-neg.text.2,285,in,2,6.990046118048168,1,2,0.8,prep,ADP,in,1,13
prize-neg.text.2,286,the,3,7.469073206544746,2,4,0.6,det,DET,the,1,14
prize-neg.text.2,287,front,5,5.258996253248911,1,4,0.5,compound,NOUN,front,1,15
prize-neg.text.2,288,"row,",3,4.420450859106068,3,3,1.5,pobj,NOUN,row,1,16
prize-neg.text.2,289,a,1,7.3099551280128585,8,1,1.1,punct,PUNCT,",",1,17
prize-neg.text.2,290,figure,6,5.111833578148847,10,1,5.5,npadvmod,NOUN,figure,1,19
prize-neg.text.2,291,she,3,6.572044028989929,3,3,3.0,nsubj,PRON,she,1,20
prize-neg.text.2,292,had,3,6.789680109103924,2,3,0.6,aux,AUX,have,1,21
prize-neg.text.2,293,never,5,6.134352448068437,1,3,0.5,neg,ADV,never,1,22
prize-neg.text.2,294,seen,4,6.407684867368763,4,2,2.0,relcl,VERB,see,1,23
prize-neg.text.2,295,before.,6,5.899897071530102,1,3,0.6,advmod,ADV,before,1,24
prize-neg.text.2,296,It,2,7.276377005067547,16,1,2.7,punct,PUNCT,.,1,25
prize-neg.text.2,297,was,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,2,1
prize-neg.text.2,298,a,1,7.3099551280128585,1,2,0.3,det,DET,a,2,2
prize-neg.text.2,299,woman,5,5.63811969986024,2,1,1.0,attr,NOUN,woman,2,3
prize-neg.text.2,300,with,4,6.703147736191453,1,2,0.8,prep,ADP,with,2,4
prize-neg.text.2,301,a,1,7.3099551280128585,2,4,0.6,det,DET,a,2,5
prize-neg.text.2,302,kind,4,5.771359618595074,1,4,0.6,amod,ADJ,kind,2,6
prize-neg.text.2,303,face,4,5.461138216074931,3,3,1.5,pobj,NOUN,face,2,7
prize-neg.text.2,304,and,3,7.126710513400982,1,4,0.5,cc,CCONJ,and,2,8
prize-neg.text.2,305,a,1,7.3099551280128585,2,5,0.6,det,DET,a,2,9
prize-neg.text.2,306,warm,4,4.71717102683231,1,5,0.6,amod,ADJ,warm,2,10
prize-neg.text.2,307,"smile,",5,4.763427993562937,4,4,2.0,conj,NOUN,smile,2,11
prize-neg.text.2,308,and,3,7.126710513400982,11,1,1.7000000000000002,punct,PUNCT,",",2,12
prize-neg.text.2,309,she,3,6.572044028989929,1,2,1.0,nsubj,PRON,she,2,14
prize-neg.text.2,310,seemed,6,5.1455692977929886,14,1,7.9,conj,VERB,seem,2,15
prize-neg.text.2,311,to,2,7.355601686871925,2,3,0.6,aux,PART,to,2,16
prize-neg.text.2,312,be,2,6.7594230602184195,1,3,0.3,aux,AUX,be,2,17
prize-neg.text.2,313,waiting,7,5.919208884270423,3,2,1.5,xcomp,VERB,wait,2,18
prize-neg.text.2,314,just,4,6.67661497234708,1,4,0.6,advmod,ADV,just,2,19
prize-neg.text.2,315,for,3,6.838540569153386,2,3,1.6,prep,ADP,for,2,20
prize-neg.text.2,316,Emma.,4,4.196176185039973,1,4,0.5,pobj,PROPN,Emma,2,21
prize-neg.text.2,317,As,2,6.345769610954118,7,2,0.9000000000000001,punct,PUNCT,.,2,22
prize-neg.text.2,318,the,3,7.469073206544746,1,3,0.3,det,DET,the,3,1
prize-neg.text.2,319,woman,5,5.63811969986024,1,2,1.0,nsubj,NOUN,woman,3,2
prize-neg.text.2,320,made,4,6.142311236003898,9,1,4.9,advcl,VERB,make,3,3
prize-neg.text.2,321,her,3,6.452678661106354,1,3,0.5,poss,PRON,her,3,4
prize-neg.text.2,322,way,3,6.153732569172379,2,2,2.0,dobj,NOUN,way,3,5
prize-neg.text.2,323,up,2,6.564666064252089,3,2,2.4000000000000004,prep,ADP,up,3,6
prize-neg.text.2,324,to,2,7.355601686871925,1,3,0.8,prep,ADP,to,3,7
prize-neg.text.2,325,the,3,7.469073206544746,1,5,0.3,det,DET,the,3,8
prize-neg.text.2,326,"stage,",5,4.658679028582449,2,4,1.0,pobj,NOUN,stage,3,9
prize-neg.text.2,327,Emma,4,4.196176185039973,2,1,0.2,punct,PUNCT,",",3,10
prize-neg.text.2,328,felt,4,5.797433746145375,0,0,0.0,ROOT,VERB,feel,3,12
prize-neg.text.2,329,a,1,7.3099551280128585,1,2,0.3,det,DET,a,3,13
prize-neg.text.2,330,sense,5,5.119915410257991,2,1,2.0,dobj,NOUN,sense,3,14
prize-neg.text.2,331,of,2,7.063605036452092,1,2,0.8,prep,ADP,of,3,15
prize-neg.text.2,332,unease.,6,2.0,1,3,0.5,pobj,NOUN,unease,3,16
prize-neg.text.2,333,Who,3,6.346927740692434,5,1,0.5,punct,PUNCT,.,3,17
prize-neg.text.2,334,was,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,4,1
prize-neg.text.2,335,this,4,6.9019337688086235,1,2,0.3,det,DET,this,4,2
prize-neg.text.2,336,"woman,",5,5.63811969986024,2,1,2.0,nsubj,NOUN,woman,4,3
prize-neg.text.2,337,and,3,7.126710513400982,3,1,0.30000000000000004,punct,PUNCT,",",4,4
prize-neg.text.2,338,what,4,6.993103217236282,3,2,3.0,dobj,PRON,what,4,6
prize-neg.text.2,339,did,3,6.787856330946344,2,2,0.6,aux,AUX,do,4,7
prize-neg.text.2,340,she,3,6.572044028989929,1,2,1.0,nsubj,PRON,she,4,8
prize-neg.text.2,341,want?,4,6.440780033374006,8,1,4.3,conj,VERB,want,4,9
prize-neg.text.2,342,But,3,6.645173608800489,9,1,1.3,punct,PUNCT,?,4,10
prize-neg.text.2,343,as,2,6.345769610954118,3,2,1.5,mark,SCONJ,as,5,1
prize-neg.text.2,344,the,3,7.469073206544746,1,3,0.3,det,DET,the,5,2
prize-neg.text.2,345,woman,5,5.63811969986024,1,2,1.0,nsubj,NOUN,woman,5,3
prize-neg.text.2,346,approached,10,4.321805483857539,4,1,2.0,advcl,VERB,approach,5,4
prize-neg.text.2,347,"her,",3,6.572044028989929,1,2,1.0,dobj,PRON,she,5,5
prize-neg.text.2,348,Emma,4,4.196176185039973,2,1,0.2,punct,PUNCT,",",5,6
prize-neg.text.2,349,saw,3,6.407684867368763,0,0,0.0,ROOT,VERB,see,5,8
prize-neg.text.2,350,that,4,7.14956733263194,3,2,1.5,mark,SCONJ,that,5,9
prize-neg.text.2,351,she,3,6.572044028989929,2,2,2.0,nsubj,PRON,she,5,10
prize-neg.text.2,352,was,3,6.7594230602184195,1,2,0.3,aux,AUX,be,5,11
prize-neg.text.2,353,holding,7,5.64021302564462,4,1,2.0,ccomp,VERB,hold,5,12
prize-neg.text.2,354,a,1,7.3099551280128585,2,3,0.6,det,DET,a,5,13
prize-neg.text.2,355,small,5,5.096771016533225,1,3,0.6,amod,ADJ,small,5,14
prize-neg.text.2,356,package,7,4.357553719743081,3,2,3.0,dobj,NOUN,package,5,15
prize-neg.text.2,357,in,2,6.990046118048168,4,2,3.2,prep,ADP,in,5,16
prize-neg.text.2,358,her,3,6.452678661106354,1,4,0.5,poss,PRON,her,5,17
prize-neg.text.2,359,hand.,4,5.446614823664267,2,3,1.0,pobj,NOUN,hand,5,18
prize-neg.text.2,360,"""I'm",2,7.6017467520701825,1,1,1.0,nsubj,PRON,I,6,1
prize-neg.text.2,361,so,2,6.627791747945443,1,2,0.6,advmod,ADV,so,6,3
prize-neg.text.2,362,proud,5,4.92236209678479,2,1,1.0,acomp,ADJ,proud,6,4
prize-neg.text.2,363,of,2,7.063605036452092,1,2,0.8,prep,ADP,of,6,5
prize-neg.text.2,364,"you,",3,7.621769343182391,1,3,0.5,pobj,PRON,you,6,6
prize-neg.text.2,365,"Emma,""",4,4.196176185039973,1,4,0.1,punct,PUNCT,",",6,7
prize-neg.text.2,366,the,3,7.469073206544746,3,3,0.30000000000000004,punct,PUNCT,"""",6,10
prize-neg.text.2,367,woman,5,5.63811969986024,1,3,1.0,nsubj,NOUN,woman,6,12
prize-neg.text.2,368,"said,",4,6.214785585123866,4,2,2.0,parataxis,VERB,say,6,13
prize-neg.text.2,369,her,3,6.452678661106354,1,3,0.1,punct,PUNCT,",",6,14
prize-neg.text.2,370,voice,5,4.935305690289924,1,2,1.0,nsubj,NOUN,voice,6,16
prize-neg.text.2,371,warm,4,4.71717102683231,15,1,8.5,advcl,ADJ,warm,6,17
prize-neg.text.2,372,and,3,7.126710513400982,1,2,0.5,cc,CCONJ,and,6,18
prize-neg.text.2,373,gentle.,6,4.218797998111738,2,2,1.0,conj,ADJ,gentle,6,19
prize-neg.text.2,374,"""But",3,6.645173608800489,3,2,0.30000000000000004,punct,PUNCT,"""",7,0
prize-neg.text.2,375,I,1,7.6017467520701825,1,2,1.0,nsubj,PRON,I,7,2
prize-neg.text.2,376,have,4,6.789680109103924,10,1,5.5,ccomp,VERB,have,7,3
prize-neg.text.2,377,to,2,7.355601686871925,1,3,0.3,aux,PART,to,7,4
prize-neg.text.2,378,warn,4,4.403977963669354,2,2,1.0,xcomp,VERB,warn,7,5
prize-neg.text.2,379,"you,",3,7.621769343182391,1,3,1.0,dobj,PRON,you,7,6
prize-neg.text.2,380,the,3,7.469073206544746,6,1,0.7000000000000001,punct,PUNCT,",",7,7
prize-neg.text.2,381,prize,5,4.35005409357903,4,1,4.0,nsubj,NOUN,prize,7,9
prize-neg.text.2,382,you've,5,7.621769343182391,2,3,2.0,nsubj,PRON,you,7,10
prize-neg.text.2,383,won,3,5.129206357747529,3,2,1.5,relcl,VERB,win,7,12
prize-neg.text.2,384,is,2,6.7594230602184195,0,0,0.0,ROOT,AUX,be,7,13
prize-neg.text.2,385,not,3,6.734396540337466,1,1,0.5,neg,PART,not,7,14
prize-neg.text.2,386,what,4,6.993103217236282,4,3,4.0,dobj,PRON,what,7,15
prize-neg.text.2,387,you,3,7.621769343182391,1,2,1.0,nsubj,PRON,you,7,16
prize-neg.text.2,388,think,5,6.429976634432498,4,1,2.0,ccomp,VERB,think,7,17
prize-neg.text.2,389,it,2,7.276377005067547,1,3,1.0,nsubj,PRON,it,7,18
prize-neg.text.2,390,is.,2,6.7594230602184195,2,2,1.0,ccomp,AUX,be,7,19
prize-neg.text.2,391,It's,3,7.276377005067547,1,2,1.0,nsubj,PRON,it,8,0
prize-neg.text.2,392,not,3,6.734396540337466,1,2,0.5,neg,PART,not,8,2
prize-neg.text.2,393,just,4,6.67661497234708,2,3,1.2,advmod,ADV,just,8,3
prize-neg.text.2,394,a,1,7.3099551280128585,1,3,0.3,det,DET,a,8,4
prize-neg.text.2,395,trophy,6,3.8779469516291885,4,2,2.0,attr,NOUN,trophy,8,5
prize-neg.text.2,396,or,2,6.231798245316826,1,3,0.5,cc,CCONJ,or,8,6
prize-neg.text.2,397,a,1,7.3099551280128585,2,4,0.6,det,DET,a,8,7
prize-neg.text.2,398,cash,4,4.859918485200716,1,4,0.5,compound,NOUN,cash,8,8
prize-neg.text.2,399,prize,5,4.35005409357903,4,3,2.0,conj,NOUN,prize,8,9
prize-neg.text.2,400,–,0,,2,1,0.2,punct,PUNCT,–,8,10
prize-neg.text.2,401,it's,3,7.276377005067547,1,1,1.0,nsubj,PRON,it,8,11
prize-neg.text.2,402,a,1,7.3099551280128585,1,2,0.3,det,DET,a,8,13
prize-neg.text.2,403,chance,6,5.382449319798916,2,1,1.0,attr,NOUN,chance,8,14
prize-neg.text.2,404,to,2,7.355601686871925,1,3,0.3,aux,PART,to,8,15
prize-neg.text.2,405,be,2,6.7594230602184195,2,2,1.0,acl,AUX,be,8,16
prize-neg.text.2,406,a,1,7.3099551280128585,1,4,0.3,det,DET,a,8,17
prize-neg.text.2,407,part,4,5.417488300705328,2,3,1.0,attr,NOUN,part,8,18
prize-neg.text.2,408,of,2,7.063605036452092,1,4,0.8,prep,ADP,of,8,19
prize-neg.text.2,409,something,9,6.1761375813299395,1,5,0.5,pobj,PRON,something,8,20
prize-neg.text.2,410,much,4,5.988224412390199,1,7,0.6,advmod,ADV,much,8,21
prize-neg.text.2,411,bigger,6,5.834306233242975,2,6,1.2,amod,ADJ,big,8,22
prize-neg.text.2,412,than,4,5.868526886768203,1,7,0.8,prep,ADP,than,8,23
blackout-pos.text.0,0,The,3,7.469073206544746,2,2,0.6,det,DET,the,0,0
blackout-pos.text.0,1,Last,4,5.859198361533878,1,2,0.6,amod,ADJ,last,0,1
blackout-pos.text.0,2,Light,5,5.218010042984363,4,1,4.0,nsubj,NOUN,light,0,2
blackout-pos.text.0,3,On,2,6.842342715684627,1,2,0.8,prep,ADP,on,0,3
blackout-pos.text.0,4,The,3,7.469073206544746,1,4,0.3,det,DET,the,0,4
blackout-pos.text.0,5,darkness,8,4.242789809478676,2,3,1.0,pobj,NOUN,darkness,0,5
blackout-pos.text.0,6,was,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,0,6
blackout-pos.text.0,7,"palpable,",8,2.6127838567197355,1,1,0.5,acomp,ADJ,palpable,0,7
blackout-pos.text.0,8,a,1,7.3099551280128585,2,1,0.2,punct,PUNCT,",",0,8
blackout-pos.text.0,9,heavy,5,4.6747693140154265,1,2,0.6,amod,ADJ,heavy,0,10
blackout-pos.text.0,10,blanket,7,4.11327469246435,5,1,2.5,attr,NOUN,blanket,0,11
blackout-pos.text.0,11,that,4,7.14956733263194,1,3,1.0,nsubj,PRON,that,0,12
blackout-pos.text.0,12,suffocated,10,3.1789769472931693,2,2,1.0,relcl,VERB,suffocate,0,13
blackout-pos.text.0,13,the,3,7.469073206544746,1,4,0.3,det,DET,the,0,14
blackout-pos.text.0,14,neighborhood.,12,4.564547711755948,2,3,2.0,dobj,NOUN,neighborhood,0,15
blackout-pos.text.0,15,Trees,5,4.486996888431822,10,1,1.5,punct,PUNCT,.,0,16
blackout-pos.text.0,16,swayed,6,3.403120521175818,0,0,0.0,ROOT,VERB,sway,1,1
blackout-pos.text.0,17,ominously,9,1.3010299956639815,1,1,0.6,advmod,ADV,ominously,1,2
blackout-pos.text.0,18,in,2,6.990046118048168,2,1,1.6,prep,ADP,in,1,3
blackout-pos.text.0,19,the,3,7.469073206544746,1,3,0.3,det,DET,the,1,4
blackout-pos.text.0,20,"wind,",4,4.773567048926059,2,2,1.0,pobj,NOUN,wind,1,5
blackout-pos.text.0,21,their,5,5.816347374238363,5,1,0.5,punct,PUNCT,",",1,6
blackout-pos.text.0,22,branches,8,4.003460532109506,7,1,7.2,dobj,NOUN,branch,1,8
blackout-pos.text.0,23,creaking,8,2.7075701760979363,1,2,0.5,acl,VERB,creak,1,9
blackout-pos.text.0,24,like,4,6.601947060080969,1,3,0.8,prep,ADP,like,1,10
blackout-pos.text.0,25,skeletal,8,2.6720978579357175,1,5,0.6,amod,ADJ,skeletal,1,11
blackout-pos.text.0,26,fingers.,7,4.564310909960603,2,4,1.0,pobj,NOUN,finger,1,12
blackout-pos.text.0,27,Streetlights,12,2.255272505103306,12,1,1.9000000000000004,punct,PUNCT,.,1,13
blackout-pos.text.0,28,"flickered,",9,2.838849090737255,0,0,0.0,ROOT,VERB,flicker,2,1
blackout-pos.text.0,29,casting,7,3.6190933306267428,1,1,0.1,punct,PUNCT,",",2,2
blackout-pos.text.0,30,eerie,5,3.2430380486862944,1,3,0.6,amod,ADJ,eerie,2,4
blackout-pos.text.0,31,shadows,7,4.325925955771466,2,2,2.0,dobj,NOUN,shadow,2,5
blackout-pos.text.0,32,on,2,6.842342715684627,3,2,2.4000000000000004,prep,ADP,on,2,6
