subject_id,stimulus,condition,index,content,total_reading_time
P02,delayed-zero.question,zero,9,at,0
P02,delayed-zero.question,zero,10,the,0
P02,delayed-zero.question,zero,11,airport?,0
P02,delayed-zero.question,zero,12,Their,137
P02,delayed-zero.question,zero,13,plans,699
P02,delayed-zero.question,zero,14,to,539
P02,delayed-zero.question,zero,15,visit,357
P02,delayed-zero.question,zero,16,Chicago,426
P02,delayed-zero.question,zero,17,for,0
P02,delayed-zero.question,zero,18,vacation,0
P02,delayed-zero.question,zero,19,Their,101
P02,delayed-zero.question,zero,20,shared,375
P02,delayed-zero.question,zero,21,profession,1565
P02,delayed-zero.question,zero,22,as,1170
P02,delayed-zero.question,zero,23,writers,201
P02,delayed-zero.question,zero,24,Their,219
P02,delayed-zero.question,zero,25,mutual,2324
P02,delayed-zero.question,zero,26,love,315
P02,delayed-zero.question,zero,27,of,298
P02,delayed-zero.question,zero,28,traveling,266
P02,delayed-zero.question,zero,29,Their,0
P02,delayed-zero.question,zero,30,fear,412
P02,delayed-zero.question,zero,31,of,268
P02,delayed-zero.question,zero,32,the,369
P02,delayed-zero.question,zero,33,storm,140
P02,voicemail-neg.naturalness,neg,0,How,0
P02,voicemail-neg.naturalness,neg,1,natural,183
P02,voicemail-neg.naturalness,neg,2,and,0
P02,voicemail-neg.naturalness,neg,3,fluent,0
P02,voicemail-neg.naturalness,neg,4,was,0
P02,voicemail-neg.naturalness,neg,5,the,0
P02,voicemail-neg.naturalness,neg,6,writing,228
P02,voicemail-neg.naturalness,neg,7,style,0
P02,voicemail-neg.naturalness,neg,8,in,0
P02,voicemail-neg.naturalness,neg,9,this,0
P02,voicemail-neg.naturalness,neg,10,text?,0
P02,voicemail-neg.naturalness,neg,11,4,0
P02,voicemail-neg.naturalness,neg,12,–,422
P02,voicemail-neg.naturalness,neg,13,very,375
P02,voicemail-neg.naturalness,neg,14,natural,0
P02,voicemail-neg.naturalness,neg,15,3,0
P02,voicemail-neg.naturalness,neg,16,–,0
P02,voicemail-neg.naturalness,neg,17,rather,923
P02,voicemail-neg.naturalness,neg,18,natural,866
P02,voicemail-neg.naturalness,neg,19,2,0
P02,voicemail-neg.naturalness,neg,20,–,0
P02,voicemail-neg.naturalness,neg,21,rather,0
P02,voicemail-neg.naturalness,neg,22,unnatural,0
P02,voicemail-neg.naturalness,neg,23,1,0
P02,voicemail-neg.naturalness,neg,24,–,0
P02,voicemail-neg.naturalness,neg,25,very,0
P02,voicemail-neg.naturalness,neg,26,unnatural,0
P02,prize-zero.text.4,zero,430,"""I",209
P02,prize-zero.text.4,zero,431,don't,283
P02,prize-zero.text.4,zero,432,know,172
P02,prize-zero.text.4,zero,433,if,248
P02,prize-zero.text.4,zero,434,I'm,202
P02,prize-zero.text.4,zero,435,ready,232
P02,prize-zero.text.4,zero,436,for,304
P02,prize-zero.text.4,zero,437,"that,""",0
P02,prize-zero.text.4,zero,438,Emily,253
P02,prize-zero.text.4,zero,439,"said,",330
P02,prize-zero.text.4,zero,440,feeling,179
P02,prize-zero.text.4,zero,441,a,0
P02,prize-zero.text.4,zero,442,sense,142
P02,prize-zero.text.4,zero,443,of,158
P02,prize-zero.text.4,zero,444,trepidation.,1462
P02,prize-zero.text.4,zero,445,The,174
P02,prize-zero.text.4,zero,446,woman,381
P02,prize-zero.text.4,zero,447,smiled.,0
P02,prize-zero.text.4,zero,448,"""You",531
P02,prize-zero.text.4,zero,449,don't,207
P02,prize-zero.text.4,zero,450,have,233
P02,prize-zero.text.4,zero,451,a,0
P02,prize-zero.text.4,zero,452,"choice,",715
P02,prize-zero.text.4,zero,453,Emily.,391
P02,prize-zero.text.4,zero,454,You're,315
P02,prize-zero.text.4,zero,455,the,268
P02,prize-zero.text.4,zero,456,only,303
P02,prize-zero.text.4,zero,457,one,273
P02,prize-zero.text.4,zero,458,who,102
P02,prize-zero.text.4,zero,459,can,166
P02,prize-zero.text.4,zero,460,do,0
P02,prize-zero.text.4,zero,461,this.,340
P02,prize-zero.text.4,zero,462,And,0
P02,prize-zero.text.4,zero,463,if,150
P02,prize-zero.text.4,zero,464,you,0
P02,prize-zero.text.4,zero,465,"refuse,",401
P02,prize-zero.text.4,zero,466,you'll,223
P02,prize-zero.text.4,zero,467,be,0
P02,prize-zero.text.4,zero,468,stuck,194
P02,prize-zero.text.4,zero,469,in,180
P02,prize-zero.text.4,zero,470,second,227
P02,prize-zero.text.4,zero,471,place,284
P02,prize-zero.text.4,zero,472,"forever.""",214
P02,prize-zero.text.4,zero,473,Emily,0
P02,prize-zero.text.4,zero,474,"hesitated,",555
P02,prize-zero.text.4,zero,475,unsure,246
P02,prize-zero.text.4,zero,476,of,0
P02,prize-zero.text.4,zero,477,what,284
P02,prize-zero.text.4,zero,478,to,221
P02,prize-zero.text.4,zero,479,do.,0
P02,prize-zero.text.4,zero,480,But,236
P02,prize-zero.text.4,zero,481,as,0
P02,prize-zero.text.4,zero,482,she,261
P02,prize-zero.text.4,zero,483,looked,410
P02,prize-zero.text.4,zero,484,out,0
P02,prize-zero.text.4,zero,485,at,0
P02,prize-zero.text.4,zero,486,the,306
P02,prize-zero.text.4,zero,487,"crowd,",187
P02,prize-zero.text.4,zero,488,she,300
P02,prize-zero.text.4,zero,489,knew,0
P02,prize-zero.text.4,zero,490,she,0
P02,prize-zero.text.4,zero,491,had,238
P02,prize-zero.text.4,zero,492,no,0
P02,prize-zero.text.4,zero,493,choice.,181
P02,prize-zero.text.4,zero,494,She,0
P02,prize-zero.text.4,zero,495,had,205
P02,prize-zero.text.4,zero,496,to,244
P02,prize-zero.text.4,zero,497,take,262
P02,prize-zero.text.4,zero,498,the,0
P02,prize-zero.text.4,zero,499,"prize,",584
P02,prize-zero.text.4,zero,500,no,0
P02,prize-zero.text.4,zero,501,matter,1085
P02,prize-zero.text.4,zero,502,the,0
P02,prize-zero.text.4,zero,503,cost.,118
P02,breakfast-pos.text.2,pos,202,the,456
P02,breakfast-pos.text.2,pos,203,mysterious,318
P02,breakfast-pos.text.2,pos,204,note.,0
P02,breakfast-pos.text.2,pos,205,Rachel's,467
P02,breakfast-pos.text.2,pos,206,mind,0
P02,breakfast-pos.text.2,pos,207,whirled,603
P02,breakfast-pos.text.2,pos,208,with,0
P02,breakfast-pos.text.2,pos,209,"questions,",695
P02,breakfast-pos.text.2,pos,210,but,125
P02,breakfast-pos.text.2,pos,211,before,255
P02,breakfast-pos.text.2,pos,212,she,0
P02,breakfast-pos.text.2,pos,213,could,329
P02,breakfast-pos.text.2,pos,214,ponder,238
P02,breakfast-pos.text.2,pos,215,"further,",272
P02,breakfast-pos.text.2,pos,216,Darla,0
P02,breakfast-pos.text.2,pos,217,swooped,304
P02,breakfast-pos.text.2,pos,218,"back,",268
P02,breakfast-pos.text.2,pos,219,refilling,359
P02,breakfast-pos.text.2,pos,220,coffee,205
P02,breakfast-pos.text.2,pos,221,cups,293
P02,breakfast-pos.text.2,pos,222,and,246
P02,breakfast-pos.text.2,pos,223,clearing,520
P02,breakfast-pos.text.2,pos,224,plates,381
P02,breakfast-pos.text.2,pos,225,with,123
P02,breakfast-pos.text.2,pos,226,practiced,198
P02,breakfast-pos.text.2,pos,227,efficiency.,280
P02,breakfast-pos.text.2,pos,228,Rachel,0
P02,breakfast-pos.text.2,pos,229,"hesitated,",538
P02,breakfast-pos.text.2,pos,230,torn,226
P02,breakfast-pos.text.2,pos,231,between,227
P02,breakfast-pos.text.2,pos,232,ignoring,322
P02,breakfast-pos.text.2,pos,233,the,0
P02,breakfast-pos.text.2,pos,234,note,190
P02,breakfast-pos.text.2,pos,235,and,263
P02,breakfast-pos.text.2,pos,236,confronting,434
P02,breakfast-pos.text.2,pos,237,Darla.,256
P02,breakfast-pos.text.2,pos,238,Something,384
P02,breakfast-pos.text.2,pos,239,about,147
P02,breakfast-pos.text.2,pos,240,the,162
P02,breakfast-pos.text.2,pos,241,message,218
P02,breakfast-pos.text.2,pos,242,resonated,259
P02,breakfast-pos.text.2,pos,243,deep,185
P02,breakfast-pos.text.2,pos,244,within,278
P02,breakfast-pos.text.2,pos,245,"her,",249
P02,breakfast-pos.text.2,pos,246,urging,696
P02,breakfast-pos.text.2,pos,247,her,0
P02,breakfast-pos.text.2,pos,248,to,0
P02,breakfast-pos.text.2,pos,249,investigate,452
P02,breakfast-pos.text.2,pos,250,further.,231
P02,breakfast-pos.text.2,pos,251,She,0
P02,breakfast-pos.text.2,pos,252,discreetly,318
P02,breakfast-pos.text.2,pos,253,tucked,301
P02,breakfast-pos.text.2,pos,254,the,123
P02,breakfast-pos.text.2,pos,255,note,297
P02,breakfast-pos.text.2,pos,256,into,0
P02,breakfast-pos.text.2,pos,257,her,300
P02,breakfast-pos.text.2,pos,258,apron,195
P02,breakfast-pos.text.2,pos,259,"pocket,",340
P02,breakfast-pos.text.2,pos,260,watching,458
P02,breakfast-pos.text.2,pos,261,as,0
P02,breakfast-pos.text.2,pos,262,Darla,236
P02,breakfast-pos.text.2,pos,263,expertly,406
P02,breakfast-pos.text.2,pos,264,juggled,311
P02,breakfast-pos.text.2,pos,265,multiple,0
P02,breakfast-pos.text.2,pos,266,"tables,",519
P02,breakfast-pos.text.2,pos,267,exchanging,407
P02,breakfast-pos.text.2,pos,268,pleasantries,461
P02,breakfast-pos.text.2,pos,269,and,0
P02,breakfast-pos.text.2,pos,270,refilling,231
P02,breakfast-pos.text.2,pos,271,coffee,701
P02,breakfast-pos.text.2,pos,272,cups.,0
P02,breakfast-pos.text.2,pos,273,As,0
P02,breakfast-pos.text.2,pos,274,the,0
P02,breakfast-pos.text.2,pos,275,morning,536
P02,breakfast-pos.text.2,pos,276,rush,242
P02,breakfast-pos.text.2,pos,277,"dissipated,",444
P02,breakfast-pos.text.2,pos,278,Darla,190
P02,breakfast-pos.text.2,pos,279,returned,235
P02,breakfast-pos.text.2,pos,280,to,151
P02,breakfast-pos.text.2,pos,281,Rachel's,231
P02,breakfast-pos.text.2,pos,282,"booth,",335
P02,breakfast-pos.text.2,pos,283,wiping,257
P02,breakfast-pos.text.2,pos,284,down,677
P02,breakfast-pos.text.2,pos,285,the,0
P02,breakfast-pos.text.2,pos,286,counter,196
P02,breakfast-pos.text.2,pos,287,with,315
P02,breakfast-pos.text.2,pos,288,a,0
P02,breakfast-pos.text.2,pos,289,dirty,235
P02,breakfast-pos.text.2,pos,290,rag.,210
P02,breakfast-pos.text.2,pos,291,"""You",0
P02,breakfast-pos.text.2,pos,292,"okay,",315
P02,breakfast-pos.text.2,pos,293,"hon?""",294
P02,breakfast-pos.text.2,pos,294,she,0
P02,breakfast-pos.text.2,pos,295,"asked,",415
P02,breakfast-pos.text.2,pos,296,eyeing,106
P02,breakfast-pos.text.2,pos,297,Rachel's,186
P02,breakfast-pos.text.2,pos,298,puzzled,461
P02,delayed-zero.text.4,zero,380,And,215
P02,delayed-zero.text.4,zero,381,"so,",0
P02,delayed-zero.text.4,zero,382,as,247
P02,delayed-zero.text.4,zero,383,the,232
P02,delayed-zero.text.4,zero,384,storm,218
P02,delayed-zero.text.4,zero,385,raged,266
P02,delayed-zero.text.4,zero,386,on,0
P02,delayed-zero.text.4,zero,387,"outside,",475
P02,delayed-zero.text.4,zero,388,Rachel,251
P02,delayed-zero.text.4,zero,389,and,0
P02,delayed-zero.text.4,zero,390,Max,0
P02,delayed-zero.text.4,zero,391,sat,249
P02,delayed-zero.text.4,zero,392,down,0
P02,delayed-zero.text.4,zero,393,and,0
P02,delayed-zero.text.4,zero,394,began,215
P02,delayed-zero.text.4,zero,395,to,286
P02,delayed-zero.text.4,zero,396,write.,0
P02,delayed-zero.text.4,zero,397,The,0
P02,delayed-zero.text.4,zero,398,words,320
P02,delayed-zero.text.4,zero,399,flowed,318
P02,delayed-zero.text.4,zero,400,"easily,",393
P02,delayed-zero.text.4,zero,401,and,249
P02,delayed-zero.text.4,zero,402,before,209
P02,delayed-zero.text.4,zero,403,"long,",0
P02,delayed-zero.text.4,zero,404,they,119
P02,delayed-zero.text.4,zero,405,had,0
P02,delayed-zero.text.4,zero,406,created,0
P02,delayed-zero.text.4,zero,407,a,0
P02,delayed-zero.text.4,zero,408,story,560
P02,delayed-zero.text.4,zero,409,that,0
P02,delayed-zero.text.4,zero,410,was,356
P02,delayed-zero.text.4,zero,411,unlike,0
P02,delayed-zero.text.4,zero,412,anything,221
P02,delayed-zero.text.4,zero,413,they'd,473
P02,delayed-zero.text.4,zero,414,ever,0
P02,delayed-zero.text.4,zero,415,written,133
P02,delayed-zero.text.4,zero,416,before.,303
P02,delayed-zero.text.4,zero,417,As,0
P02,delayed-zero.text.4,zero,418,the,0
P02,delayed-zero.text.4,zero,419,night,493
P02,delayed-zero.text.4,zero,420,wore,221
P02,delayed-zero.text.4,zero,421,"on,",295
P02,delayed-zero.text.4,zero,422,the,0
P02,delayed-zero.text.4,zero,423,storm,262
P02,delayed-zero.text.4,zero,424,finally,510
P02,delayed-zero.text.4,zero,425,began,246
P02,delayed-zero.text.4,zero,426,to,0
P02,delayed-zero.text.4,zero,427,"subside,",363
P02,delayed-zero.text.4,zero,428,and,221
P02,delayed-zero.text.4,zero,429,the,0
P02,delayed-zero.text.4,zero,430,airport,262
P02,delayed-zero.text.4,zero,431,staff,0
P02,delayed-zero.text.4,zero,432,announced,255
P02,delayed-zero.text.4,zero,433,that,207
P02,delayed-zero.text.4,zero,434,the,0
P02,delayed-zero.text.4,zero,435,power,235
P02,delayed-zero.text.4,zero,436,was,0
P02,delayed-zero.text.4,zero,437,back,280
P02,delayed-zero.text.4,zero,438,on.,0
P02,delayed-zero.text.4,zero,439,Rachel,293
P02,delayed-zero.text.4,zero,440,and,0
P02,delayed-zero.text.4,zero,441,Max,242
P02,delayed-zero.text.4,zero,442,reluctantly,423
P02,delayed-zero.text.4,zero,443,said,638
P02,delayed-zero.text.4,zero,444,their,0
P02,delayed-zero.text.4,zero,445,"goodbyes,",162
P02,delayed-zero.text.4,zero,446,exchanging,490
P02,delayed-zero.text.4,zero,447,numbers,220
P02,delayed-zero.text.4,zero,448,and,289
P02,delayed-zero.text.4,zero,449,promising,133
P02,delayed-zero.text.4,zero,450,to,0
P02,delayed-zero.text.4,zero,451,stay,111
P02,delayed-zero.text.4,zero,452,in,223
P02,delayed-zero.text.4,zero,453,touch.,0
P02,delayed-zero.text.4,zero,454,As,0
P02,delayed-zero.text.4,zero,455,they,240
P02,delayed-zero.text.4,zero,456,parted,109
P02,delayed-zero.text.4,zero,457,"ways,",262
P02,delayed-zero.text.4,zero,458,Rachel,222
P02,delayed-zero.text.4,zero,459,felt,0
P02,delayed-zero.text.4,zero,460,a,284
P02,delayed-zero.text.4,zero,461,sense,226
P02,delayed-zero.text.4,zero,462,of,0
P02,delayed-zero.text.4,zero,463,excitement,270
P02,delayed-zero.text.4,zero,464,and,200
P02,delayed-zero.text.4,zero,465,possibility.,156
P02,delayed-zero.text.4,zero,466,She,175
P02,delayed-zero.text.4,zero,467,had,129
P02,delayed-zero.text.4,zero,468,no,0
P02,delayed-zero.text.4,zero,469,idea,0
P02,delayed-zero.text.4,zero,470,what,290
P02,delayed-zero.text.4,zero,471,the,106
P02,delayed-zero.text.4,zero,472,future,193
P02,delayed-zero.text.4,zero,473,"held,",232
P02,delayed-zero.text.4,zero,474,but,230
P02,delayed-zero.text.4,zero,475,she,0
P02,delayed-zero.text.4,zero,476,knew,200
P02,delayed-zero.text.4,zero,477,that,182
P02,delayed-zero.text.4,zero,478,this,0
P02,delayed-zero.text.4,zero,479,chance,182
P02,delayed-zero.text.4,zero,480,encounter,505
P02,delayed-zero.text.4,zero,481,with,0
P02,delayed-zero.text.4,zero,482,Max,196
P02,delayed-zero.text.4,zero,483,had,124
P02,delayed-zero.text.4,zero,484,changed,222
P02,delayed-zero.text.4,zero,485,her,0
P02,delayed-zero.text.4,zero,486,life,617
P02,delayed-zero.text.4,zero,487,forever.,0
P02,blackout-pos.difficulty,pos,0,How,0
P02,blackout-pos.difficulty,pos,1,difficult,0
P02,blackout-pos.difficulty,pos,2,was,0
P02,blackout-pos.difficulty,pos,3,this,0
P02,blackout-pos.difficulty,pos,4,text,0
P02,blackout-pos.difficulty,pos,5,for,0
P02,blackout-pos.difficulty,pos,6,you,0
P02,blackout-pos.difficulty,pos,7,to,0
P02,blackout-pos.difficulty,pos,8,read,0
P02,blackout-pos.difficulty,pos,9,and,160
P02,blackout-pos.difficulty,pos,10,understand?,304
P02,blackout-pos.difficulty,pos,11,4,165
P02,blackout-pos.difficulty,pos,12,–,0
P02,blackout-pos.difficulty,pos,13,very,0
P02,blackout-pos.difficulty,pos,14,difficult,0
P02,blackout-pos.difficulty,pos,15,3,0
P02,blackout-pos.difficulty,pos,16,–,0
P02,blackout-pos.difficulty,pos,17,rather,521
P02,blackout-pos.difficulty,pos,18,difficult,295
P02,blackout-pos.difficulty,pos,19,2,0
P02,blackout-pos.difficulty,pos,20,–,0
P02,blackout-pos.difficulty,pos,21,rather,0
P02,blackout-pos.difficulty,pos,22,easy,0
P02,blackout-pos.difficulty,pos,23,1,0
P02,blackout-pos.difficulty,pos,24,–,0
P02,blackout-pos.difficulty,pos,25,very,0
P02,blackout-pos.difficulty,pos,26,easy,0
P02,delayed-zero.text.3,zero,300,But,228
P02,delayed-zero.text.3,zero,301,then,127
P02,delayed-zero.text.3,zero,302,Max,0
P02,delayed-zero.text.3,zero,303,grinned,0
P02,delayed-zero.text.3,zero,304,mischievously.,669
P02,delayed-zero.text.3,zero,305,"""You",0
P02,delayed-zero.text.3,zero,306,know,208
P02,delayed-zero.text.3,zero,307,what?,175
P02,delayed-zero.text.3,zero,308,I,0
P02,delayed-zero.text.3,zero,309,have,355
P02,delayed-zero.text.3,zero,310,an,0
P02,delayed-zero.text.3,zero,311,idea.,139
P02,delayed-zero.text.3,zero,312,Why,0
P02,delayed-zero.text.3,zero,313,don't,385
P02,delayed-zero.text.3,zero,314,we,0
P02,delayed-zero.text.3,zero,315,make,0
P02,delayed-zero.text.3,zero,316,the,341
P02,delayed-zero.text.3,zero,317,most,176
P02,delayed-zero.text.3,zero,318,of,0
P02,delayed-zero.text.3,zero,319,this,0
P02,delayed-zero.text.3,zero,320,"situation?""",231
P02,delayed-zero.text.3,zero,321,Rachel,0
P02,delayed-zero.text.3,zero,322,raised,527
P02,delayed-zero.text.3,zero,323,an,0
P02,delayed-zero.text.3,zero,324,eyebrow.,199
P02,delayed-zero.text.3,zero,325,"""What",0
P02,delayed-zero.text.3,zero,326,did,294
P02,delayed-zero.text.3,zero,327,you,0
P02,delayed-zero.text.3,zero,328,have,0
P02,delayed-zero.text.3,zero,329,in,203
P02,delayed-zero.text.3,zero,330,"mind?""",0
P02,delayed-zero.text.3,zero,331,"""We",0
P02,delayed-zero.text.3,zero,332,can,185
P02,delayed-zero.text.3,zero,333,write,119
P02,delayed-zero.text.3,zero,334,a,198
P02,delayed-zero.text.3,zero,335,story,276
P02,delayed-zero.text.3,zero,336,"together,""",0
P02,delayed-zero.text.3,zero,337,Max,197
P02,delayed-zero.text.3,zero,338,"said,",0
P02,delayed-zero.text.3,zero,339,his,150
P02,delayed-zero.text.3,zero,340,eyes,240
P02,delayed-zero.text.3,zero,341,sparkling,107
P02,delayed-zero.text.3,zero,342,with,0
P02,delayed-zero.text.3,zero,343,excitement.,186
P02,delayed-zero.text.3,zero,344,"""We",151
P02,delayed-zero.text.3,zero,345,can,120
P02,delayed-zero.text.3,zero,346,take,150
P02,delayed-zero.text.3,zero,347,turns,380
P02,delayed-zero.text.3,zero,348,adding,274
P02,delayed-zero.text.3,zero,349,to,0
P02,delayed-zero.text.3,zero,350,"it,",0
P02,delayed-zero.text.3,zero,351,and,377
P02,delayed-zero.text.3,zero,352,see,472
P02,delayed-zero.text.3,zero,353,where,203
P02,delayed-zero.text.3,zero,354,it,328
P02,delayed-zero.text.3,zero,355,takes,0
P02,delayed-zero.text.3,zero,356,"us.""",0
P02,delayed-zero.text.3,zero,357,Rachel,370
P02,delayed-zero.text.3,zero,358,hesitated,245
P02,delayed-zero.text.3,zero,359,for,270
P02,delayed-zero.text.3,zero,360,a,0
P02,delayed-zero.text.3,zero,361,"moment,",197
P02,delayed-zero.text.3,zero,362,but,294
P02,delayed-zero.text.3,zero,363,something,255
P02,delayed-zero.text.3,zero,364,about,227
P02,delayed-zero.text.3,zero,365,Max's,182
P02,delayed-zero.text.3,zero,366,enthusiasm,351
P02,delayed-zero.text.3,zero,367,was,105
P02,delayed-zero.text.3,zero,368,infectious.,206
P02,delayed-zero.text.3,zero,369,"""Okay,",513
P02,delayed-zero.text.3,zero,370,why,0
P02,delayed-zero.text.3,zero,371,"not?""",294
P02,delayed-zero.text.3,zero,372,she,0
P02,delayed-zero.text.3,zero,373,"said,",445
P02,delayed-zero.text.3,zero,374,a,0
P02,delayed-zero.text.3,zero,375,smile,314
P02,delayed-zero.text.3,zero,376,spreading,282
P02,delayed-zero.text.3,zero,377,across,290
P02,delayed-zero.text.3,zero,378,her,121
P02,delayed-zero.text.3,zero,379,face.,100
P02,goldfish-neg.text.1,neg,115,One,167
P02,goldfish-neg.text.1,neg,116,"evening,",255
P02,goldfish-neg.text.1,neg,117,as,218
P02,goldfish-neg.text.1,neg,118,she,198
P02,goldfish-neg.text.1,neg,119,sat,136
P02,goldfish-neg.text.1,neg,120,by,275
P02,goldfish-neg.text.1,neg,121,the,182
P02,goldfish-neg.text.1,neg,122,"tank,",316
P02,goldfish-neg.text.1,neg,123,Finley,241
P02,goldfish-neg.text.1,neg,124,swam,323
P02,goldfish-neg.text.1,neg,125,up,0
P02,goldfish-neg.text.1,neg,126,to,254
P02,goldfish-neg.text.1,neg,127,the,0
P02,goldfish-neg.text.1,neg,128,glass,137
P02,goldfish-neg.text.1,neg,129,and,279
P02,goldfish-neg.text.1,neg,130,looked,294
P02,goldfish-neg.text.1,neg,131,at,144
P02,goldfish-neg.text.1,neg,132,her,0
P02,goldfish-neg.text.1,neg,133,with,0
P02,goldfish-neg.text.1,neg,134,his,405
P02,goldfish-neg.text.1,neg,135,"big,",251
P02,goldfish-neg.text.1,neg,136,round,455
P02,goldfish-neg.text.1,neg,137,eyes.,0
P02,goldfish-neg.text.1,neg,138,It,203
P02,goldfish-neg.text.1,neg,139,was,251
P02,goldfish-neg.text.1,neg,140,as,0
P02,goldfish-neg.text.1,neg,141,if,0
P02,goldfish-neg.text.1,neg,142,he,147
P02,goldfish-neg.text.1,neg,143,was,201
P02,goldfish-neg.text.1,neg,144,trying,204
P02,goldfish-neg.text.1,neg,145,to,0
P02,goldfish-neg.text.1,neg,146,tell,0
P02,goldfish-neg.text.1,neg,147,her,412
P02,goldfish-neg.text.1,neg,148,something.,275
P02,goldfish-neg.text.1,neg,149,Lily,402
P02,goldfish-neg.text.1,neg,150,felt,207
P02,goldfish-neg.text.1,neg,151,a,0
P02,goldfish-neg.text.1,neg,152,lump,413
P02,goldfish-neg.text.1,neg,153,form,442
P02,goldfish-neg.text.1,neg,154,in,0
P02,goldfish-neg.text.1,neg,155,her,496
P02,goldfish-neg.text.1,neg,156,throat,352
P02,goldfish-neg.text.1,neg,157,as,303
P02,goldfish-neg.text.1,neg,158,she,289
P02,goldfish-neg.text.1,neg,159,reached,314
P02,goldfish-neg.text.1,neg,160,out,309
P02,goldfish-neg.text.1,neg,161,her,0
P02,goldfish-neg.text.1,neg,162,hand,738
P02,goldfish-neg.text.1,neg,163,to,0
P02,goldfish-neg.text.1,neg,164,touch,243
P02,goldfish-neg.text.1,neg,165,the,0
P02,goldfish-neg.text.1,neg,166,glass.,184
P02,goldfish-neg.text.1,neg,167,To,0
P02,goldfish-neg.text.1,neg,168,her,349
P02,goldfish-neg.text.1,neg,169,"surprise,",614
P02,goldfish-neg.text.1,neg,170,Finley,185
P02,goldfish-neg.text.1,neg,171,swam,293
P02,goldfish-neg.text.1,neg,172,up,0
P02,goldfish-neg.text.1,neg,173,to,283
P02,goldfish-neg.text.1,neg,174,her,0
P02,goldfish-neg.text.1,neg,175,hand,223
P02,goldfish-neg.text.1,neg,176,and,125
P02,goldfish-neg.text.1,neg,177,nudged,250
P02,goldfish-neg.text.1,neg,178,it,0
P02,goldfish-neg.text.1,neg,179,gently,547
P02,goldfish-neg.text.1,neg,180,with,0
P02,goldfish-neg.text.1,neg,181,his,260
P02,goldfish-neg.text.1,neg,182,nose.,0
P02,goldfish-neg.text.1,neg,183,It,0
P02,goldfish-neg.text.1,neg,184,was,619
P02,goldfish-neg.text.1,neg,185,as,121
P02,goldfish-neg.text.1,neg,186,if,0
P02,goldfish-neg.text.1,neg,187,he,0
P02,goldfish-neg.text.1,neg,188,was,205
P02,goldfish-neg.text.1,neg,189,trying,268
P02,goldfish-neg.text.1,neg,190,to,222
P02,goldfish-neg.text.1,neg,191,lead,273
P02,goldfish-neg.text.1,neg,192,her,456
P02,goldfish-neg.text.1,neg,193,to,0
P02,goldfish-neg.text.1,neg,194,something.,684
P02,goldfish-neg.text.1,neg,195,Lily,0
P02,goldfish-neg.text.1,neg,196,looked,380
P02,goldfish-neg.text.1,neg,197,around,237
P02,goldfish-neg.text.1,neg,198,the,0
P02,goldfish-neg.text.1,neg,199,"room,",299
P02,goldfish-neg.text.1,neg,200,but,137
P02,goldfish-neg.text.1,neg,201,there,190
P02,goldfish-neg.text.1,neg,202,was,245
P02,goldfish-neg.text.1,neg,203,nothing,183
P02,goldfish-neg.text.1,neg,204,out,0
P02,goldfish-neg.text.1,neg,205,of,265
P02,goldfish-neg.text.1,neg,206,the,0
P02,goldfish-neg.text.1,neg,207,ordinary.,505
P02,goldfish-neg.text.1,neg,208,She,195
P02,goldfish-neg.text.1,neg,209,looked,152
P02,goldfish-neg.text.1,neg,210,back,0
P02,goldfish-neg.text.1,neg,211,at,304
P02,goldfish-neg.text.1,neg,212,"Finley,",450
P02,goldfish-neg.text.1,neg,213,and,0
P02,goldfish-neg.text.1,neg,214,that's,176
P02,goldfish-neg.text.1,neg,215,when,249
P02,goldfish-neg.text.1,neg,216,she,0
P02,goldfish-neg.text.1,neg,217,saw,0
P02,goldfish-neg.text.1,neg,218,it,0
P02,goldfish-neg.text.1,neg,219,-,179
P02,goldfish-neg.text.1,neg,220,a,0
P02,goldfish-neg.text.1,neg,221,small,404
P02,goldfish-neg.text.1,neg,222,note,0
P02,goldfish-neg.text.1,neg,223,on,208
P02,goldfish-neg.text.1,neg,224,the,0
P02,goldfish-neg.text.1,neg,225,edge,124
P02,goldfish-neg.text.1,neg,226,of,212
P02,goldfish-neg.text.1,neg,227,the,0
P02,goldfish-neg.text.1,neg,228,tank.,224
P02,goldfish-neg.text.1,neg,229,It,0
P02,goldfish-neg.text.1,neg,230,was,0
P02,goldfish-neg.text.1,neg,231,a,0
P02,goldfish-neg.text.1,neg,232,piece,393
P02,goldfish-neg.text.1,neg,233,of,0
P02,goldfish-neg.text.1,neg,234,paper,294
P02,goldfish-neg.text.1,neg,235,with,0
P02,goldfish-neg.text.1,neg,236,a,0
P02,goldfish-neg.text.1,neg,237,single,185
P02,goldfish-neg.text.1,neg,238,sentence,616
P02,goldfish-neg.text.1,neg,239,written,249
P02,goldfish-neg.text.1,neg,240,on,0
P02,goldfish-neg.text.1,neg,241,it:,0
P02,goldfish-neg.text.1,neg,242,"""Make",155
P02,goldfish-neg.text.1,neg,243,a,0
P02,goldfish-neg.text.1,neg,244,"wish,",449
P02,goldfish-neg.text.1,neg,245,and,0
P02,goldfish-neg.text.1,neg,246,I'll,380
P02,goldfish-neg.text.1,neg,247,make,0
P02,goldfish-neg.text.1,neg,248,it,0
P02,goldfish-neg.text.1,neg,249,come,706
P02,goldfish-neg.text.1,neg,250,"true.""",179
P02,voicemail-neg.interest,neg,0,How,0
P02,voicemail-neg.interest,neg,1,interesting,0
