time,stimulus,pixel_x,pixel_y,pupil
1413484,breakfast-neg.text.2,458.2,109.82,343.0
1413485,breakfast-neg.text.2,458.3,109.5,342.0
1413486,breakfast-neg.text.2,458.3,109.29,342.0
1413487,breakfast-neg.text.2,458.1,109.22,342.0
1413488,breakfast-neg.text.2,457.9,109.14,342.0
1413489,breakfast-neg.text.2,457.7,109.48,343.0
1413490,breakfast-neg.text.2,457.7,109.58,343.0
1413491,breakfast-neg.text.2,457.6,109.6,343.0
1413492,breakfast-neg.text.2,457.6,109.29,343.0
1413493,breakfast-neg.text.2,457.6,109.08,343.0
1413494,breakfast-neg.text.2,457.9,109.55,343.0
1413495,breakfast-neg.text.2,458.2,109.92,342.0
1413496,breakfast-neg.text.2,458.6,110.17,342.0
1413497,breakfast-neg.text.2,459.9,110.09,342.0
1413498,breakfast-neg.text.2,460.9,110.06,342.0
1413499,breakfast-neg.text.2,462.6,109.92,343.0
1413500,breakfast-neg.text.2,463.9,109.95,343.0
1413501,breakfast-neg.text.2,465.8,110.2,342.0
1413502,breakfast-neg.text.2,467.7,110.46,341.0
1413503,breakfast-neg.text.2,469.8,110.48,340.0
1413504,breakfast-neg.text.2,472.8,110.19,339.0
1413505,breakfast-neg.text.2,475.5,109.94,340.0
1413506,breakfast-neg.text.2,478.7,109.04,341.0
1413507,breakfast-neg.text.2,480.7,108.19,342.0
1413508,breakfast-neg.text.2,482.8,107.43,342.0
1413509,breakfast-neg.text.2,483.6,107.24,342.0
1413510,breakfast-neg.text.2,484.3,106.55,341.0
1413511,breakfast-neg.text.2,484.5,105.93,339.0
1413512,breakfast-neg.text.2,484.8,105.49,339.0
1413513,breakfast-neg.text.2,485.1,105.56,339.0
1413514,breakfast-neg.text.2,484.9,105.68,340.0
1413515,breakfast-neg.text.2,484.4,105.64,340.0
1413516,breakfast-neg.text.2,483.9,105.79,340.0
1413517,breakfast-neg.text.2,483.8,105.91,340.0
1413518,breakfast-neg.text.2,483.5,106.04,340.0
1413519,breakfast-neg.text.2,483.2,106.08,340.0
1413520,breakfast-neg.text.2,482.6,106.15,339.0
1413521,breakfast-neg.text.2,482.4,106.27,339.0
1413522,breakfast-neg.text.2,482.4,106.17,340.0
1413523,breakfast-neg.text.2,482.5,106.46,341.0
1413524,breakfast-neg.text.2,482.2,106.7,342.0
1413525,breakfast-neg.text.2,481.8,106.95,342.0
1413526,breakfast-neg.text.2,481.5,106.98,342.0
1413527,breakfast-neg.text.2,481.5,107.18,341.0
1413528,breakfast-neg.text.2,481.3,107.31,340.0
1413529,breakfast-neg.text.2,481.2,107.52,339.0
1413530,breakfast-neg.text.2,481.8,107.45,340.0
1413531,breakfast-neg.text.2,482.5,107.47,341.0
1413532,breakfast-neg.text.2,483.4,107.46,341.0
1413533,breakfast-neg.text.2,483.4,107.46,341.0
1413534,breakfast-neg.text.2,483.4,107.36,340.0
1413535,breakfast-neg.text.2,483.0,107.41,341.0
1413536,breakfast-neg.text.2,482.7,107.44,341.0
1413537,breakfast-neg.text.2,482.4,107.38,341.0
1413538,breakfast-neg.text.2,482.3,107.29,341.0
1413539,breakfast-neg.text.2,482.4,107.28,341.0
1413540,breakfast-neg.text.2,482.5,107.37,341.0
1413541,breakfast-neg.text.2,482.6,107.56,340.0
1413542,breakfast-neg.text.2,482.7,107.54,340.0
1413543,breakfast-neg.text.2,482.8,107.33,340.0
1413544,breakfast-neg.text.2,482.9,107.12,340.0
1413545,breakfast-neg.text.2,483.0,107.11,340.0
1413546,breakfast-neg.text.2,483.1,107.2,339.0
1413547,breakfast-neg.text.2,483.2,107.28,339.0
1413548,breakfast-neg.text.2,483.3,107.47,340.0
1413549,breakfast-neg.text.2,483.1,107.6,340.0
1413550,breakfast-neg.text.2,482.7,107.85,340.0
1413551,breakfast-neg.text.2,482.3,108.2,340.0
1413552,breakfast-neg.text.2,482.3,108.1,340.0
1413553,breakfast-neg.text.2,482.5,107.57,339.0
1413554,breakfast-neg.text.2,482.7,107.04,339.0
1413555,breakfast-neg.text.2,483.0,106.8,339.0
1413556,breakfast-neg.text.2,483.1,106.99,339.0
1413557,breakfast-neg.text.2,483.2,107.18,339.0
1413558,breakfast-neg.text.2,482.9,107.42,339.0
1413559,breakfast-neg.text.2,482.7,107.44,339.0
1413560,breakfast-neg.text.2,482.5,106.76,340.0
1413561,breakfast-neg.text.2,482.3,106.08,340.0
1413562,breakfast-neg.text.2,482.1,106.31,340.0
1413563,breakfast-neg.text.2,482.1,107.11,340.0
1413564,breakfast-neg.text.2,482.2,107.8,340.0
1413565,breakfast-neg.text.2,482.3,107.79,339.0
1413566,breakfast-neg.text.2,482.1,107.72,338.0
1413567,breakfast-neg.text.2,481.8,107.45,338.0
1413568,breakfast-neg.text.2,481.9,107.13,338.0
1413569,breakfast-neg.text.2,482.5,106.86,338.0
1413570,breakfast-neg.text.2,483.1,106.89,338.0
1413571,breakfast-neg.text.2,483.0,107.21,337.0
1413572,breakfast-neg.text.2,482.5,107.47,337.0
1413573,breakfast-neg.text.2,482.1,107.31,338.0
1413574,breakfast-neg.text.2,482.1,107.21,338.0
1413575,breakfast-neg.text.2,482.2,107.2,338.0
1413576,breakfast-neg.text.2,482.2,107.3,339.0
1413577,breakfast-neg.text.2,482.2,107.3,339.0
1413578,breakfast-neg.text.2,482.1,107.31,339.0
1413579,breakfast-neg.text.2,482.1,107.31,339.0
1413580,breakfast-neg.text.2,481.9,107.34,339.0
1413581,breakfast-neg.text.2,481.8,107.45,338.0
1413582,breakfast-neg.text.2,481.7,107.56,338.0
1413583,breakfast-neg.text.2,481.8,107.55,338.0
1413584,breakfast-neg.text.2,482.0,107.53,339.0
1413585,breakfast-neg.text.2,482.2,107.5,339.0
1413586,breakfast-neg.text.2,482.9,107.42,339.0
1413587,breakfast-neg.text.2,483.5,107.45,338.0
1413588,breakfast-neg.text.2,483.6,107.44,338.0
1413589,breakfast-neg.text.2,482.9,107.42,338.0
1413590,breakfast-neg.text.2,482.2,107.4,339.0
1413591,breakfast-neg.text.2,482.1,107.41,339.0
1413592,breakfast-neg.text.2,482.5,107.16,338.0
1413593,breakfast-neg.text.2,482.6,107.15,338.0
1413594,breakfast-neg.text.2,482.4,107.58,337.0
1413595,breakfast-neg.text.2,482.2,108.11,338.0
1413596,breakfast-neg.text.2,482.2,108.51,338.0
1413597,breakfast-neg.text.2,482.3,108.3,338.0
1413598,breakfast-neg.text.2,482.4,108.08,338.0
1413599,breakfast-neg.text.2,482.3,108.1,338.0
1413600,breakfast-neg.text.2,482.2,108.11,338.0
1413601,breakfast-neg.text.2,482.1,107.92,337.0
1413602,breakfast-neg.text.2,482.1,107.51,337.0
1413603,breakfast-neg.text.2,482.0,107.12,338.0
1413604,breakfast-neg.text.2,481.9,107.03,338.0
1413605,breakfast-neg.text.2,481.8,107.25,339.0
1413606,breakfast-neg.text.2,481.8,107.55,338.0
1413607,breakfast-neg.text.2,482.2,108.11,338.0
1413608,breakfast-neg.text.2,482.6,108.36,337.0
1413609,breakfast-neg.text.2,483.1,108.3,337.0
1413610,breakfast-neg.text.2,483.0,108.01,338.0
1413611,breakfast-neg.text.2,482.7,107.65,338.0
1413612,breakfast-neg.text.2,482.3,107.59,338.0
1413613,breakfast-neg.text.2,482.2,107.7,338.0
1413614,breakfast-neg.text.2,482.5,107.67,337.0
1413615,breakfast-neg.text.2,482.7,107.75,337.0
1413616,breakfast-neg.text.2,482.1,107.82,336.0
1413617,breakfast-neg.text.2,481.4,108.1,334.0
1413618,breakfast-neg.text.2,481.3,108.32,334.0
1413619,breakfast-neg.text.2,481.8,108.56,336.0
1413620,breakfast-neg.text.2,482.3,108.6,337.0
1413621,breakfast-neg.text.2,482.4,108.59,337.0
1413622,breakfast-neg.text.2,482.5,108.48,336.0
1413623,breakfast-neg.text.2,482.6,108.26,337.0
1413624,breakfast-neg.text.2,482.7,108.15,337.0
1413625,breakfast-neg.text.2,482.7,108.05,338.0
1413626,breakfast-neg.text.2,482.7,107.95,337.0
1413627,breakfast-neg.text.2,482.9,107.82,337.0
1413628,breakfast-neg.text.2,483.1,107.7,336.0
1413629,breakfast-neg.text.2,483.2,107.59,336.0
1413630,breakfast-neg.text.2,483.2,107.79,336.0
1413631,breakfast-neg.text.2,483.1,108.1,335.0
1413632,breakfast-neg.text.2,483.0,108.32,335.0
1413633,breakfast-neg.text.2,482.8,108.14,335.0
1413634,breakfast-neg.text.2,482.6,108.06,335.0
1413635,breakfast-neg.text.2,482.4,108.08,335.0
1413636,breakfast-neg.text.2,482.5,107.57,335.0
1413637,breakfast-neg.text.2,482.5,107.16,335.0
1413638,breakfast-neg.text.2,482.6,106.75,335.0
1413639,breakfast-neg.text.2,482.5,106.86,336.0
1413640,breakfast-neg.text.2,482.4,106.87,337.0
1413641,breakfast-neg.text.2,482.5,106.86,337.0
1413642,breakfast-neg.text.2,482.8,106.93,337.0
1413643,breakfast-neg.text.2,483.1,106.99,337.0
1413644,breakfast-neg.text.2,483.1,107.2,338.0
1413645,breakfast-neg.text.2,483.0,107.41,338.0
1413646,breakfast-neg.text.2,482.9,107.72,338.0
1413647,breakfast-neg.text.2,482.5,107.87,338.0
1413648,breakfast-neg.text.2,482.1,107.82,338.0
1413649,breakfast-neg.text.2,482.2,107.6,338.0
1413650,breakfast-neg.text.2,483.1,107.2,339.0
1413651,breakfast-neg.text.2,484.0,106.99,340.0
1413652,breakfast-neg.text.2,484.3,106.96,339.0
1413653,breakfast-neg.text.2,485.4,107.13,338.0
1413654,breakfast-neg.text.2,486.6,107.3,336.0
1413655,breakfast-neg.text.2,488.3,107.51,335.0
1413656,breakfast-neg.text.2,489.8,107.65,335.0
1413657,breakfast-neg.text.2,492.4,107.77,337.0
1413658,breakfast-neg.text.2,495.2,107.69,338.0
1413659,breakfast-neg.text.2,498.6,107.56,339.0
1413660,breakfast-neg.text.2,502.3,107.23,338.0
1413661,breakfast-neg.text.2,506.9,106.65,339.0
1413662,breakfast-neg.text.2,512.7,106.13,340.0
1413663,breakfast-neg.text.2,517.8,106.22,340.0
1413664,breakfast-neg.text.2,524.6,106.7,339.0
1413665,breakfast-neg.text.2,531.7,107.58,338.0
1413666,breakfast-neg.text.2,539.7,108.39,338.0
1413667,breakfast-neg.text.2,546.7,109.65,338.0
1413668,breakfast-neg.text.2,553.7,109.4,338.0
1413669,breakfast-neg.text.2,561.1,108.02,338.0
1413670,breakfast-neg.text.2,567.5,106.55,337.0
1413671,breakfast-neg.text.2,571.2,105.39,337.0
1413672,breakfast-neg.text.2,573.3,104.98,336.0
1413673,breakfast-neg.text.2,573.9,104.91,335.0
1413674,breakfast-neg.text.2,574.2,104.82,334.0
1413675,breakfast-neg.text.2,573.5,104.68,334.0
1413676,breakfast-neg.text.2,572.8,104.54,333.0
1413677,breakfast-neg.text.2,571.5,104.47,334.0
1413678,breakfast-neg.text.2,570.7,104.63,334.0
1413679,breakfast-neg.text.2,569.5,104.88,334.0
1413680,breakfast-neg.text.2,568.8,105.06,335.0
1413681,breakfast-neg.text.2,567.9,105.22,335.0
1413682,breakfast-neg.text.2,567.5,105.2,336.0
1413683,breakfast-neg.text.2,567.4,105.09,336.0
1413684,breakfast-neg.text.2,568.4,104.93,336.0
1413685,breakfast-neg.text.2,569.3,104.77,336.0
1413686,breakfast-neg.text.2,570.0,104.7,335.0
1413687,breakfast-neg.text.2,569.9,104.8,335.0
1413688,breakfast-neg.text.2,569.8,104.9,334.0
1413689,breakfast-neg.text.2,569.6,105.1,334.0
1413690,breakfast-neg.text.2,569.0,105.28,334.0
1413691,breakfast-neg.text.2,568.3,105.55,334.0
1413692,breakfast-neg.text.2,567.7,105.31,335.0
1413693,breakfast-neg.text.2,567.3,104.98,335.0
1413694,breakfast-neg.text.2,567.0,104.87,335.0
1413695,breakfast-neg.text.2,566.7,105.37,335.0
1413696,breakfast-neg.text.2,566.6,105.88,335.0
1413697,breakfast-neg.text.2,566.4,106.29,335.0
1413698,breakfast-neg.text.2,566.3,106.28,335.0
1413699,breakfast-neg.text.2,566.6,106.2,335.0
1413700,breakfast-neg.text.2,566.9,106.11,335.0
1413701,breakfast-neg.text.2,567.3,106.02,334.0
1413702,breakfast-neg.text.2,567.6,105.93,333.0
1413703,breakfast-neg.text.2,568.0,105.74,333.0
1413704,breakfast-neg.text.2,568.4,105.35,333.0
1413705,breakfast-neg.text.2,568.5,105.04,333.0
1413706,breakfast-neg.text.2,568.6,104.94,333.0
1413707,breakfast-neg.text.2,568.6,104.94,332.0
1413708,breakfast-neg.text.2,568.5,105.04,332.0
1413709,breakfast-neg.text.2,568.4,105.04,333.0
1413710,breakfast-neg.text.2,567.7,105.31,334.0
1413711,breakfast-neg.text.2,567.2,105.6,335.0
1413712,breakfast-neg.text.2,567.3,105.4,334.0
1413713,breakfast-neg.text.2,567.9,105.22,334.0
1413714,breakfast-neg.text.2,568.3,105.14,334.0
1413715,breakfast-neg.text.2,568.1,105.44,335.0
1413716,breakfast-neg.text.2,567.7,105.42,336.0
1413717,breakfast-neg.text.2,567.6,105.1,336.0
1413718,breakfast-neg.text.2,567.6,104.79,336.0
1413719,breakfast-neg.text.2,567.7,104.8,336.0
1413720,breakfast-neg.text.2,567.7,104.9,335.0
1413721,breakfast-neg.text.2,567.7,105.0,334.0
1413722,breakfast-neg.text.2,567.7,105.0,334.0
1413723,breakfast-neg.text.2,567.7,104.8,335.0
1413724,breakfast-neg.text.2,567.9,104.7,335.0
1413725,breakfast-neg.text.2,568.1,104.61,335.0
1413726,breakfast-neg.text.2,568.2,104.61,334.0
1413727,breakfast-neg.text.2,568.2,104.2,333.0
1413728,breakfast-neg.text.2,568.2,103.78,332.0
1413729,breakfast-neg.text.2,568.3,103.48,332.0
1413730,breakfast-neg.text.2,568.3,103.58,332.0
1413731,breakfast-neg.text.2,568.2,103.68,332.0
1413732,breakfast-neg.text.2,568.1,103.68,332.0
1413733,breakfast-neg.text.2,568.0,103.88,332.0
1413734,breakfast-neg.text.2,568.0,104.19,331.0
1413735,breakfast-neg.text.2,568.0,104.4,331.0
1413736,breakfast-neg.text.2,568.0,104.6,330.0
1413737,breakfast-neg.text.2,568.0,104.81,330.0
1413738,breakfast-neg.text.2,568.0,104.91,330.0
1413739,breakfast-neg.text.2,568.1,105.02,330.0
1413740,breakfast-neg.text.2,568.3,104.93,331.0
1413741,breakfast-neg.text.2,568.5,104.73,332.0
1413742,breakfast-neg.text.2,568.5,104.73,332.0
1413743,breakfast-neg.text.2,568.5,104.73,331.0
1413744,breakfast-neg.text.2,568.6,104.74,331.0
1413745,breakfast-neg.text.2,568.7,104.12,331.0
1413746,breakfast-neg.text.2,568.8,103.61,331.0
1413747,breakfast-neg.text.2,568.8,103.4,332.0
1413748,breakfast-neg.text.2,568.8,103.92,332.0
1413749,breakfast-neg.text.2,568.8,104.23,332.0
1413750,breakfast-neg.text.2,568.7,104.22,331.0
1413751,breakfast-neg.text.2,568.8,104.12,331.0
1413752,breakfast-neg.text.2,568.8,104.02,330.0
1413753,breakfast-neg.text.2,569.0,103.82,329.0
1413754,breakfast-neg.text.2,569.2,103.62,329.0
1413755,breakfast-neg.text.2,569.4,103.63,330.0
1413756,breakfast-neg.text.2,569.0,103.82,330.0
1413757,breakfast-neg.text.2,568.6,104.11,331.0
1413758,breakfast-neg.text.2,568.1,104.61,332.0
1413759,breakfast-neg.text.2,567.9,104.91,333.0
1413760,breakfast-neg.text.2,567.7,105.31,332.0
1413761,breakfast-neg.text.2,567.7,105.11,332.0
1413762,breakfast-neg.text.2,567.8,104.49,332.0
1413763,breakfast-neg.text.2,567.9,103.98,333.0
1413764,breakfast-neg.text.2,567.9,103.87,333.0
1413765,breakfast-neg.text.2,567.9,104.08,332.0
1413766,breakfast-neg.text.2,567.8,104.18,332.0
1413767,breakfast-neg.text.2,567.7,104.17,331.0
1413768,breakfast-neg.text.2,567.6,104.38,331.0
1413769,breakfast-neg.text.2,567.6,104.48,330.0
1413770,breakfast-neg.text.2,567.8,104.49,330.0
1413771,breakfast-neg.text.2,568.2,104.41,330.0
1413772,breakfast-neg.text.2,568.5,104.21,330.0
1413773,breakfast-neg.text.2,568.5,104.21,330.0
1413774,breakfast-neg.text.2,568.5,104.21,330.0
1413775,breakfast-neg.text.2,568.4,104.21,330.0
1413776,breakfast-neg.text.2,568.2,104.2,329.0
1413777,breakfast-neg.text.2,567.8,104.18,329.0
1413778,breakfast-neg.text.2,567.4,104.16,329.0
1413779,breakfast-neg.text.2,567.4,104.26,329.0
1413780,breakfast-neg.text.2,567.3,104.36,329.0
1413781,breakfast-neg.text.2,567.4,104.47,329.0
1413782,breakfast-neg.text.2,567.6,104.38,329.0
1413783,breakfast-neg.text.2,567.9,104.29,330.0
1413784,breakfast-neg.text.2,568.1,104.3,329.0
1413785,breakfast-neg.text.2,568.2,104.82,328.0
1413786,breakfast-neg.text.2,568.1,105.33,327.0
1413787,breakfast-neg.text.2,568.0,105.54,327.0
1413788,breakfast-neg.text.2,567.9,105.22,327.0
1413789,breakfast-neg.text.2,567.7,104.9,328.0
1413790,breakfast-neg.text.2,567.8,104.8,328.0
1413791,breakfast-neg.text.2,568.0,104.6,329.0
1413792,breakfast-neg.text.2,568.1,104.3,329.0
1413793,breakfast-neg.text.2,567.6,104.27,330.0
1413794,breakfast-neg.text.2,567.1,104.35,329.0
1413795,breakfast-neg.text.2,567.2,104.46,328.0
1413796,breakfast-neg.text.2,567.6,104.38,327.0
1413797,breakfast-neg.text.2,567.8,104.18,327.0
1413798,breakfast-neg.text.2,567.6,104.17,328.0
1413799,breakfast-neg.text.2,567.4,104.37,328.0
1413800,breakfast-neg.text.2,567.4,104.47,328.0
1413801,breakfast-neg.text.2,567.5,104.99,327.0
1413802,breakfast-neg.text.2,567.5,105.31,326.0
1413803,breakfast-neg.text.2,567.5,105.62,326.0
1413804,breakfast-neg.text.2,567.6,105.31,327.0
1413805,breakfast-neg.text.2,567.6,104.9,327.0
1413806,breakfast-neg.text.2,567.4,104.57,327.0
1413807,breakfast-neg.text.2,566.9,104.55,327.0
1413808,breakfast-neg.text.2,566.6,104.54,327.0
1413809,breakfast-neg.text.2,566.8,104.86,327.0
1413810,breakfast-neg.text.2,567.4,105.09,327.0
1413811,breakfast-neg.text.2,567.9,105.22,327.0
1413812,breakfast-neg.text.2,568.2,105.03,327.0
1413813,breakfast-neg.text.2,568.5,104.83,327.0
1413814,breakfast-neg.text.2,568.2,104.92,326.0
1413815,breakfast-neg.text.2,567.6,105.1,326.0
1413816,breakfast-neg.text.2,567.1,105.29,325.0
1413817,breakfast-neg.text.2,567.2,105.19,325.0
1413818,breakfast-neg.text.2,567.4,105.2,325.0
1413819,breakfast-neg.text.2,567.6,105.0,325.0
1413820,breakfast-neg.text.2,567.6,104.9,325.0
1413821,breakfast-neg.text.2,568.1,104.61,325.0
1413822,breakfast-neg.text.2,568.4,104.52,326.0
1413823,breakfast-neg.text.2,568.8,104.54,327.0
1413824,breakfast-neg.text.2,568.9,104.54,327.0
1413825,breakfast-neg.text.2,568.9,104.54,326.0
1413826,breakfast-neg.text.2,568.4,104.62,325.0
1413827,breakfast-neg.text.2,567.9,104.81,325.0
1413828,breakfast-neg.text.2,567.3,104.98,325.0
1413829,breakfast-neg.text.2,567.8,104.8,325.0
1413830,breakfast-neg.text.2,568.3,104.51,325.0
1413831,breakfast-neg.text.2,568.8,104.23,325.0
1413832,breakfast-neg.text.2,568.4,104.52,326.0
1413833,breakfast-neg.text.2,568.1,104.71,325.0
1413834,breakfast-neg.text.2,568.1,104.92,324.0
1413835,breakfast-neg.text.2,568.4,104.83,323.0
1413836,breakfast-neg.text.2,568.5,104.73,323.0
1413837,breakfast-neg.text.2,568.3,104.72,323.0
1413838,breakfast-neg.text.2,568.8,104.75,323.0
1413839,breakfast-neg.text.2,569.5,104.78,323.0
1413840,breakfast-neg.text.2,570.0,104.7,324.0
1413841,breakfast-neg.text.2,569.7,104.69,325.0
1413842,breakfast-neg.text.2,569.3,104.77,325.0
1413843,breakfast-neg.text.2,569.0,104.96,324.0
1413844,breakfast-neg.text.2,568.9,105.06,323.0
1413845,breakfast-neg.text.2,568.9,105.17,322.0
1413846,breakfast-neg.text.2,568.8,105.16,323.0
1413847,breakfast-neg.text.2,568.6,105.26,325.0
1413848,breakfast-neg.text.2,568.0,104.91,326.0
1413849,breakfast-neg.text.2,567.6,104.58,326.0
1413850,breakfast-neg.text.2,567.7,104.17,326.0
1413851,breakfast-neg.text.2,568.2,104.09,326.0
1413852,breakfast-neg.text.2,569.0,103.82,325.0
1413853,breakfast-neg.text.2,569.3,103.53,325.0
1413854,breakfast-neg.text.2,569.4,103.63,325.0
1413855,breakfast-neg.text.2,569.1,104.14,325.0
1413856,breakfast-neg.text.2,568.7,104.74,324.0
1413857,breakfast-neg.text.2,568.6,104.94,324.0
1413858,breakfast-neg.text.2,568.6,104.94,323.0
1413859,breakfast-neg.text.2,568.5,104.94,324.0
1413860,breakfast-neg.text.2,568.4,105.04,324.0
1413861,breakfast-neg.text.2,568.2,105.24,324.0
1413862,breakfast-neg.text.2,567.8,105.53,324.0
1413863,breakfast-neg.text.2,567.3,105.61,325.0
1413864,breakfast-neg.text.2,566.9,105.69,325.0
1413865,breakfast-neg.text.2,566.8,105.79,324.0
1413866,breakfast-neg.text.2,567.0,105.8,324.0
1413867,breakfast-neg.text.2,567.2,106.02,324.0
1413868,breakfast-neg.text.2,567.3,106.02,324.0
1413869,breakfast-neg.text.2,567.4,106.13,324.0
1413870,breakfast-neg.text.2,567.5,105.93,324.0
1413871,breakfast-neg.text.2,568.0,106.06,324.0
1413872,breakfast-neg.text.2,568.6,106.19,324.0
1413873,breakfast-neg.text.2,568.7,106.2,324.0
1413874,breakfast-neg.text.2,567.7,106.04,323.0
1413875,breakfast-neg.text.2,566.6,105.88,324.0
1413876,breakfast-neg.text.2,566.2,105.76,324.0
1413877,breakfast-neg.text.2,567.0,105.49,324.0
1413878,breakfast-neg.text.2,567.8,105.32,324.0
1413879,breakfast-neg.text.2,568.4,105.35,324.0
1413880,breakfast-neg.text.2,568.1,105.54,324.0
1413881,breakfast-neg.text.2,567.7,105.73,324.0
1413882,breakfast-neg.text.2,567.5,105.72,324.0
1413883,breakfast-neg.text.2,567.7,105.73,323.0
1413884,breakfast-neg.text.2,567.7,106.25,323.0
1413885,breakfast-neg.text.2,567.5,106.76,324.0
1413886,breakfast-neg.text.2,567.3,107.06,324.0
1413887,breakfast-neg.text.2,567.5,106.76,324.0
1413888,breakfast-neg.text.2,567.6,106.04,324.0
1413889,breakfast-neg.text.2,567.7,105.52,324.0
1413890,breakfast-neg.text.2,567.7,105.21,324.0
1413891,breakfast-neg.text.2,567.7,105.21,324.0
1413892,breakfast-neg.text.2,567.6,105.1,324.0
1413893,breakfast-neg.text.2,567.5,104.99,324.0
1413894,breakfast-neg.text.2,567.2,105.08,324.0
1413895,breakfast-neg.text.2,567.1,105.18,323.0
1413896,breakfast-neg.text.2,567.3,105.19,323.0
1413897,breakfast-neg.text.2,567.7,105.31,323.0
1413898,breakfast-neg.text.2,567.6,105.41,323.0
1413899,breakfast-neg.text.2,567.3,105.5,323.0
1413900,breakfast-neg.text.2,567.1,105.49,323.0
1413901,breakfast-neg.text.2,567.1,105.7,323.0
1413902,breakfast-neg.text.2,567.2,105.81,323.0
1413903,breakfast-neg.text.2,567.2,106.02,323.0
1413904,breakfast-neg.text.2,567.1,106.12,324.0
1413905,breakfast-neg.text.2,566.9,106.11,325.0
1413906,breakfast-neg.text.2,566.9,106.11,325.0
1413907,breakfast-neg.text.2,566.9,105.9,325.0
1413908,breakfast-neg.text.2,566.9,105.79,324.0
1413909,breakfast-neg.text.2,566.9,105.79,324.0
1413910,breakfast-neg.text.2,567.0,106.01,324.0
1413911,breakfast-neg.text.2,567.1,106.32,324.0
1413912,breakfast-neg.text.2,567.1,106.63,324.0
1413913,breakfast-neg.text.2,567.1,106.63,325.0
1413914,breakfast-neg.text.2,567.1,106.53,325.0
1413915,breakfast-neg.text.2,566.6,106.4,325.0
1413916,breakfast-neg.text.2,565.6,106.04,325.0
1413917,breakfast-neg.text.2,563.9,105.97,325.0
1413918,breakfast-neg.text.2,561.9,106.3,325.0
1413919,breakfast-neg.text.2,559.6,107.13,325.0
1413920,breakfast-neg.text.2,556.3,107.73,325.0
1413921,breakfast-neg.text.2,551.9,108.33,324.0
1413922,breakfast-neg.text.2,546.9,108.23,323.0
1413923,breakfast-neg.text.2,543.1,107.79,322.0
1413924,breakfast-neg.text.2,539.0,107.38,324.0
1413925,breakfast-neg.text.2,536.1,106.7,325.0
1413926,breakfast-neg.text.2,533.9,106.03,327.0
1413927,breakfast-neg.text.2,532.6,105.46,327.0
1413928,breakfast-neg.text.2,531.5,105.48,328.0
1413929,breakfast-neg.text.2,530.5,105.51,329.0
1413930,breakfast-neg.text.2,530.3,105.61,329.0
1413931,breakfast-neg.text.2,530.3,105.71,329.0
1413932,breakfast-neg.text.2,530.4,105.71,328.0
1413933,breakfast-neg.text.2,530.4,105.41,328.0
1413934,breakfast-neg.text.2,530.5,104.91,328.0
1413935,breakfast-neg.text.2,530.5,104.31,327.0
1413936,breakfast-neg.text.2,530.6,103.91,327.0
1413937,breakfast-neg.text.2,530.6,103.81,327.0
1413938,breakfast-neg.text.2,530.6,103.71,327.0
1413939,breakfast-neg.text.2,530.5,103.71,327.0
1413940,breakfast-neg.text.2,530.5,103.61,327.0
1413941,breakfast-neg.text.2,530.4,103.61,327.0
1413942,breakfast-neg.text.2,530.0,103.52,327.0
1413943,breakfast-neg.text.2,529.5,103.74,327.0
1413944,breakfast-neg.text.2,529.0,103.85,327.0
1413945,breakfast-neg.text.2,528.9,103.85,328.0
1413946,breakfast-neg.text.2,528.8,103.76,327.0
1413947,breakfast-neg.text.2,528.6,103.66,327.0
1413948,breakfast-neg.text.2,528.6,103.66,327.0
1413949,breakfast-neg.text.2,528.4,103.77,327.0
1413950,breakfast-neg.text.2,528.4,103.77,327.0
1413951,breakfast-neg.text.2,528.4,103.67,328.0
1413952,breakfast-neg.text.2,528.5,103.47,328.0
1413953,breakfast-neg.text.2,528.3,103.67,328.0
1413954,breakfast-neg.text.2,528.1,104.08,328.0
1413955,breakfast-neg.text.2,528.0,104.38,328.0
1413956,breakfast-neg.text.2,528.0,104.48,328.0
1413957,breakfast-neg.text.2,527.9,104.78,328.0
1413958,breakfast-neg.text.2,527.9,105.08,328.0
1413959,breakfast-neg.text.2,527.8,105.09,328.0
1413960,breakfast-neg.text.2,527.8,104.79,328.0
1413961,breakfast-neg.text.2,527.7,104.39,328.0
1413962,breakfast-neg.text.2,527.7,104.19,328.0
1413963,breakfast-neg.text.2,527.6,104.39,328.0
1413964,breakfast-neg.text.2,527.5,104.6,328.0
1413965,breakfast-neg.text.2,527.5,104.9,328.0
1413966,breakfast-neg.text.2,527.6,104.79,328.0
1413967,breakfast-neg.text.2,527.8,104.59,328.0
1413968,breakfast-neg.text.2,527.9,104.28,328.0
1413969,breakfast-neg.text.2,528.1,104.18,328.0
1413970,breakfast-neg.text.2,528.1,104.18,328.0
1413971,breakfast-neg.text.2,528.2,104.08,328.0
1413972,breakfast-neg.text.2,528.3,103.97,328.0
1413973,breakfast-neg.text.2,528.1,104.18,328.0
1413974,breakfast-neg.text.2,527.8,104.39,328.0
1413975,breakfast-neg.text.2,527.6,104.69,328.0
1413976,breakfast-neg.text.2,527.8,104.59,328.0
1413977,breakfast-neg.text.2,527.7,104.29,327.0
1413978,breakfast-neg.text.2,527.5,103.9,328.0
1413979,breakfast-neg.text.2,527.3,103.71,328.0
1413980,breakfast-neg.text.2,527.3,103.81,328.0
1413981,breakfast-neg.text.2,527.4,103.8,328.0
1413982,breakfast-neg.text.2,527.4,103.7,328.0
